severity	item	message
info	phagehostlearn_2024_phage_A1p vs phagehostlearn_2024_phage_K74PH129C2	identity=74.419; reciprocal_min_coverage=0.288; retained_hsp_aligned_bp=129
info	phagehostlearn_2024_phage_A1p vs phagehostlearn_2024_phage_K7PH164C4	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1p vs phagehostlearn_2024_phage_K82P1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1p vs phagehostlearn_2024_phage_K8PH128	identity=78.218; reciprocal_min_coverage=0.227; retained_hsp_aligned_bp=101
info	phagehostlearn_2024_phage_A1p vs phagehostlearn_2024_phage_K9PH25C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1p vs phagehostlearn_2024_phage_M12a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1p vs phagehostlearn_2024_phage_M5a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1p vs phagehostlearn_2024_phage_M5b	identity=68.622; reciprocal_min_coverage=0.538; retained_hsp_aligned_bp=784
info	phagehostlearn_2024_phage_A1p vs phagehostlearn_2024_phage_P4a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1p vs phagehostlearn_2024_phage_P4b	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1p vs phagehostlearn_2024_phage_S10a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1p vs phagehostlearn_2024_phage_S11a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1p vs phagehostlearn_2024_phage_S13a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1p vs phagehostlearn_2024_phage_S13b	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1p vs phagehostlearn_2024_phage_S13c	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1p vs phagehostlearn_2024_phage_S13d	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1p vs phagehostlearn_2024_phage_S13e	identity=88.060; reciprocal_min_coverage=0.281; retained_hsp_aligned_bp=134
info	phagehostlearn_2024_phage_A1p vs phagehostlearn_2024_phage_S13f	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1p vs phagehostlearn_2024_phage_S6a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1p vs phagehostlearn_2024_phage_S8a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1p vs phagehostlearn_2024_phage_S8b	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1p vs phagehostlearn_2024_phage_S8c	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1p vs phagehostlearn_2024_phage_S9a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_A1r	identity=96.889; reciprocal_min_coverage=94.246; retained_hsp_aligned_bp=42522
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_A2a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_A2a_b	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_A2b	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_A3a	identity=74.419; reciprocal_min_coverage=0.285; retained_hsp_aligned_bp=129
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_A3b	identity=77.519; reciprocal_min_coverage=0.285; retained_hsp_aligned_bp=129
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_A3c	identity=75.194; reciprocal_min_coverage=0.285; retained_hsp_aligned_bp=129
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_A3d	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_D7a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_D7b	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_D7c	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K10PH82C1	identity=75.540; reciprocal_min_coverage=0.307; retained_hsp_aligned_bp=139
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K11PH164C1	identity=75.194; reciprocal_min_coverage=0.285; retained_hsp_aligned_bp=129
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K12P1_1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K13PH07C1L	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K13PH07C1S	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K14PH164C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K15PH90	identity=89.821; reciprocal_min_coverage=81.455; retained_hsp_aligned_bp=36820
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K16PH164C3	identity=68.269; reciprocal_min_coverage=0.231; retained_hsp_aligned_bp=104
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K17alfa61	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K17alfa62	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K18PH07C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K1PH164C1	identity=90.816; reciprocal_min_coverage=84.323; retained_hsp_aligned_bp=38261
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K2064PH2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K2069PH1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K21lambda1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K23PH08C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K25PH129C1	identity=91.617; reciprocal_min_coverage=83.360; retained_hsp_aligned_bp=37612
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K27PH129C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K28PH129	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K29PH164C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K2PH164C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K2PH164C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K2alfa62	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K30lambda2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K32PH164C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K33PH14C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K34PH164	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K35PH164C3	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K39PH122C2	identity=92.014; reciprocal_min_coverage=86.837; retained_hsp_aligned_bp=39231
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K40PH129C1	identity=87.255; reciprocal_min_coverage=82.287; retained_hsp_aligned_bp=37253
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K43PH164C1	identity=76.744; reciprocal_min_coverage=0.287; retained_hsp_aligned_bp=129
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K45PH128C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K46PH129	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K48PH164C1	identity=75.969; reciprocal_min_coverage=0.285; retained_hsp_aligned_bp=129
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K49PH164C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K50PH164C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K51PH129C1	identity=89.505; reciprocal_min_coverage=83.620; retained_hsp_aligned_bp=37828
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K52PH129C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K53PH164C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K54lambda1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K54lambda2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K56PH164C1	identity=73.984; reciprocal_min_coverage=0.274; retained_hsp_aligned_bp=123
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K57lambda1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K58PH129C2	identity=67.811; reciprocal_min_coverage=0.487; retained_hsp_aligned_bp=233
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K60PH164C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K61PH164C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K62PH164C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K63PH128	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K65PH164	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K66PH128C1	identity=88.426; reciprocal_min_coverage=76.554; retained_hsp_aligned_bp=34552
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K69PH164C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K6PH25C3	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K71PH129C1	identity=89.866; reciprocal_min_coverage=83.344; retained_hsp_aligned_bp=37685
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K72PH164C2	identity=84.240; reciprocal_min_coverage=79.686; retained_hsp_aligned_bp=36104
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K74PH129C2	identity=74.419; reciprocal_min_coverage=0.285; retained_hsp_aligned_bp=129
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K7PH164C4	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K82P1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K8PH128	identity=78.218; reciprocal_min_coverage=0.225; retained_hsp_aligned_bp=101
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_K9PH25C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_M12a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_M5a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_M5b	identity=68.688; reciprocal_min_coverage=0.555; retained_hsp_aligned_bp=808
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_P4a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_P4b	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_S10a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_S11a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_S13a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_S13b	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_S13c	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_S13d	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_S13e	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_S13f	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_S6a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_S8a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_S8b	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_S8c	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1q vs phagehostlearn_2024_phage_S9a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_A2a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_A2a_b	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_A2b	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_A3a	identity=74.419; reciprocal_min_coverage=0.294; retained_hsp_aligned_bp=129
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_A3b	identity=77.519; reciprocal_min_coverage=0.294; retained_hsp_aligned_bp=129
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_A3c	identity=75.194; reciprocal_min_coverage=0.294; retained_hsp_aligned_bp=129
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_A3d	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_D7a	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_D7b	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_D7c	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K10PH82C1	identity=75.540; reciprocal_min_coverage=0.317; retained_hsp_aligned_bp=139
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K11PH164C1	identity=75.194; reciprocal_min_coverage=0.294; retained_hsp_aligned_bp=129
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K12P1_1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K13PH07C1L	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K13PH07C1S	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K14PH164C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K15PH90	identity=89.331; reciprocal_min_coverage=83.990; retained_hsp_aligned_bp=37286
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K16PH164C3	identity=68.269; reciprocal_min_coverage=0.239; retained_hsp_aligned_bp=104
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K17alfa61	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K17alfa62	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K18PH07C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K1PH164C1	identity=90.899; reciprocal_min_coverage=84.883; retained_hsp_aligned_bp=37570
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K2064PH2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K2069PH1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K21lambda1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K23PH08C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K25PH129C1	identity=90.817; reciprocal_min_coverage=84.518; retained_hsp_aligned_bp=37484
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K27PH129C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K28PH129	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K29PH164C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K2PH164C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K2PH164C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K2alfa62	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K30lambda2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K32PH164C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K33PH14C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K34PH164	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K35PH164C3	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K39PH122C2	identity=91.250; reciprocal_min_coverage=88.868; retained_hsp_aligned_bp=39679
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K40PH129C1	identity=86.965; reciprocal_min_coverage=84.650; retained_hsp_aligned_bp=37438
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K43PH164C1	identity=76.744; reciprocal_min_coverage=0.296; retained_hsp_aligned_bp=129
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K45PH128C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K46PH129	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K48PH164C1	identity=75.969; reciprocal_min_coverage=0.294; retained_hsp_aligned_bp=129
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K49PH164C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K50PH164C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K51PH129C1	identity=89.482; reciprocal_min_coverage=83.551; retained_hsp_aligned_bp=37050
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K52PH129C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K53PH164C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K54lambda1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K54lambda2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K56PH164C1	identity=73.984; reciprocal_min_coverage=0.282; retained_hsp_aligned_bp=123
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K57lambda1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K58PH129C2	identity=67.811; reciprocal_min_coverage=0.503; retained_hsp_aligned_bp=233
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K60PH164C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K61PH164C1	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K62PH164C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K63PH128	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K65PH164	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K66PH128C1	identity=87.993; reciprocal_min_coverage=80.475; retained_hsp_aligned_bp=35304
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K69PH164C2	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
info	phagehostlearn_2024_phage_A1r vs phagehostlearn_2024_phage_K6PH25C3	identity=0.000; reciprocal_min_coverage=0.000; retained_hsp_aligned_bp=0
