genome_id_1	genome_id_2	identity_percent	coverage_percent	method	evidence_source	notes	skani_ani	skani_af_1_to_2	skani_af_2_to_1	skani_min_af	small_genomes_preset
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K34PH164	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K35PH164C3	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K39PH122C2	94.300000	84.200000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	94.300000	84.200000	85.260000	84.200000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K40PH129C1	90.780000	78.480000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	90.780000	78.480000	80.200000	78.480000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K43PH164C1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K45PH128C2	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K46PH129	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K48PH164C1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K49PH164C2	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K50PH164C1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K51PH129C1	91.980000	81.690000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	91.980000	81.690000	83.010000	81.690000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K52PH129C1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K53PH164C2	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K54lambda1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K54lambda2	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K56PH164C1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K57lambda1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K58PH129C2	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K60PH164C1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K61PH164C1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K62PH164C2	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K63PH128	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K65PH164	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K66PH128C1	90.210000	73.160000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	90.210000	73.160000	75.240000	73.160000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K69PH164C2	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K6PH25C3	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K71PH129C1	92.720000	83.370000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	92.720000	83.370000	86.560000	83.370000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K72PH164C2	89.440000	62.760000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	89.440000	62.760000	65.820000	62.760000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K74PH129C2	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K7PH164C4	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K82P1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K8PH128	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K9PH25C2	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_M12a	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_M5a	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_M5b	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_P4a	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_P4b	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_S10a	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_S11a	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_S13a	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_S13b	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_S13c	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_S13d	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_S13e	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_S13f	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_S6a	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_S8a	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_S8b	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_S8c	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_S9a	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1r	phagehostlearn_2024_phage_A2a	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1r	phagehostlearn_2024_phage_A2a_b	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1r	phagehostlearn_2024_phage_A2b	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1r	phagehostlearn_2024_phage_A3a	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1r	phagehostlearn_2024_phage_A3b	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1r	phagehostlearn_2024_phage_A3c	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1r	phagehostlearn_2024_phage_A3d	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1r	phagehostlearn_2024_phage_D7a	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1r	phagehostlearn_2024_phage_D7b	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1r	phagehostlearn_2024_phage_D7c	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1r	phagehostlearn_2024_phage_K10PH82C1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1r	phagehostlearn_2024_phage_K11PH164C1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1r	phagehostlearn_2024_phage_K12P1_1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1r	phagehostlearn_2024_phage_K13PH07C1L	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1r	phagehostlearn_2024_phage_K13PH07C1S	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1r	phagehostlearn_2024_phage_K14PH164C1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1r	phagehostlearn_2024_phage_K15PH90	91.420000	78.820000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	91.420000	79.950000	78.820000	78.820000	true
phagehostlearn_2024_phage_A1r	phagehostlearn_2024_phage_K16PH164C3	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1r	phagehostlearn_2024_phage_K17alfa61	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1r	phagehostlearn_2024_phage_K17alfa62	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1r	phagehostlearn_2024_phage_K18PH07C1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1r	phagehostlearn_2024_phage_K1PH164C1	93.360000	77.560000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	93.360000	78.670000	77.560000	77.560000	true
phagehostlearn_2024_phage_A1r	phagehostlearn_2024_phage_K2064PH2	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1r	phagehostlearn_2024_phage_K2069PH1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
phagehostlearn_2024_phage_A1r	phagehostlearn_2024_phage_K21lambda1	0.000000	0.000000	skani_triangle_small_genomes	build_skani_pairwise_similarity.py	skani skani 0.3.2; --small-genomes --full-matrix. coverage_percent is the minimum bidirectional aligned fraction from skani's AF matrix. This is an ANI/AF robustness baseline, not VIRIDIC.	0.000000	0.000000	0.000000	0.000000	true
