annotation_gene_id	domain_id	domain_name	start_aa	end_aa	evalue	evidence_source	notes
phagehostlearn_2024_phage_D7a|prodigal_00045	phrog_24159	tail fiber protein	1	192	7.715E-72	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=263; qcov=0.209; tcov=0.202; pident=77.000
phagehostlearn_2024_phage_D7a|prodigal_00045	phrog_38670	tail fiber protein	75	330	2.065E-74	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=271; qcov=0.279; tcov=0.203; pident=34.300
phagehostlearn_2024_phage_D7a|prodigal_00045	phrog_5481	tail fiber protein	1	202	3.858E-49	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=191; qcov=0.220; tcov=0.331; pident=45.500
phagehostlearn_2024_phage_D7b|prodigal_00044	phrog_1591	tail fiber protein	2	113	4.412E-21	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=99; qcov=0.141; tcov=0.252; pident=32.100
phagehostlearn_2024_phage_D7b|prodigal_00044	phrog_17640	tail fiber protein	172	262	4.961E-11	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=66; qcov=0.115; tcov=0.571; pident=32.900
phagehostlearn_2024_phage_D7b|prodigal_00044	phrog_24092	tail fiber protein	1	192	5.041E-37	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=151; qcov=0.242; tcov=0.193; pident=40.500
phagehostlearn_2024_phage_D7b|prodigal_00044	phrog_24159	tail fiber protein	1	171	1.423E-76	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=275; qcov=0.216; tcov=0.179; pident=87.300
phagehostlearn_2024_phage_D7b|prodigal_00044	phrog_5481	tail fiber protein	1	177	2.178E-51	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=197; qcov=0.223; tcov=0.325; pident=47.400
phagehostlearn_2024_phage_D7b|prodigal_00045	phrog_31	central tail fiber J	8	862	2.339E-167	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=561; qcov=0.693; tcov=0.575; pident=13.100
phagehostlearn_2024_phage_D7c|prodigal_00008	phrog_1591	tail fiber protein	2	114	3.890E-21	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=99; qcov=0.152; tcov=0.245; pident=35.300
phagehostlearn_2024_phage_D7c|prodigal_00008	phrog_24092	tail fiber protein	1	185	1.636E-36	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=149; qcov=0.249; tcov=0.193; pident=42.000
phagehostlearn_2024_phage_D7c|prodigal_00008	phrog_24159	tail fiber protein	1	163	5.128E-76	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=272; qcov=0.220; tcov=0.168; pident=88.900
phagehostlearn_2024_phage_D7c|prodigal_00008	phrog_5481	tail fiber protein	1	170	6.234E-52	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=198; qcov=0.229; tcov=0.325; pident=48.400
phagehostlearn_2024_phage_D7c|prodigal_00009	phrog_31	central tail fiber J	8	881	1.157E-165	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=557; qcov=0.690; tcov=0.588; pident=12.700
phagehostlearn_2024_phage_K10PH82C1|prodigal_00041	phrog_13980	tail fiber protein	1	161	9.530E-46	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=180; qcov=0.176; tcov=0.500; pident=53.400
phagehostlearn_2024_phage_K10PH82C1|prodigal_00041	phrog_24786	tail fiber protein	5	912	0.000E+00	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=1300; qcov=0.995; tcov=0.994; pident=70.700
phagehostlearn_2024_phage_K10PH82C1|prodigal_00041	phrog_4242	tail fiber protein	1	160	9.470E-55	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=209; qcov=0.175; tcov=0.256; pident=57.500
phagehostlearn_2024_phage_K10PH82C1|prodigal_00041	phrog_9502	tail fiber protein	1	158	4.438E-50	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=194; qcov=0.173; tcov=0.235; pident=57.500
phagehostlearn_2024_phage_K11PH164C1|prodigal_00042	phrog_16586	tail fiber protein	1	182	1.618E-33	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=140; qcov=0.208; tcov=0.177; pident=56.000
phagehostlearn_2024_phage_K11PH164C1|prodigal_00042	phrog_24786	tail fiber protein	1	288	1.534E-134	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=451; qcov=0.329; tcov=0.319; pident=77.000
phagehostlearn_2024_phage_K11PH164C1|prodigal_00042	phrog_9823	tail fiber protein	130	875	2.694E-245	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=775; qcov=0.853; tcov=0.997; pident=49.400
phagehostlearn_2024_phage_K12P1_1|prodigal_00007	phrog_13980	tail fiber protein	1	262	1.272E-77	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=274; qcov=0.406; tcov=0.904; pident=50.100
phagehostlearn_2024_phage_K12P1_1|prodigal_00007	phrog_4242	tail fiber protein	1	235	7.685E-98	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=334; qcov=0.364; tcov=0.369; pident=55.700
phagehostlearn_2024_phage_K12P1_1|prodigal_00007	phrog_6256	tail fiber protein	1	593	4.814E-124	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=411; qcov=0.918; tcov=0.986; pident=26.700
phagehostlearn_2024_phage_K12P1_1|prodigal_00007	phrog_9502	tail fiber protein	1	245	1.493E-100	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=342; qcov=0.379; tcov=0.369; pident=64.800
phagehostlearn_2024_phage_K12P1_1|prodigal_00008	phrog_28504	lytic tail fiber protein	8	159	8.271E-07	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=53; qcov=0.115; tcov=0.238; pident=32.000
phagehostlearn_2024_phage_K13PH07C1L|prodigal_00017	phrog_7450	polysaccharide chain length determinant protein	1	124	1.170E-14	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=moron, auxiliary metabolic gene and host takeover; bits=69; qcov=0.992; tcov=0.992; pident=27.400
phagehostlearn_2024_phage_K13PH07C1L|prodigal_00037	phrog_24159	tail fiber protein	503	668	8.175E-41	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=162; qcov=0.249; tcov=0.178; pident=48.500
phagehostlearn_2024_phage_K13PH07C1L|prodigal_00037	phrog_24369	tail fiber protein	503	668	5.443E-44	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=172; qcov=0.249; tcov=0.124; pident=50.100
phagehostlearn_2024_phage_K13PH07C1L|prodigal_00037	phrog_7121	tail fiber protein	503	653	7.390E-30	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=127; qcov=0.226; tcov=0.904; pident=34.100
phagehostlearn_2024_phage_K13PH07C1L|prodigal_00047	phrog_11393	tail fiber protein	3	254	2.964E-16	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=80; qcov=0.768; tcov=0.438; pident=25.200
phagehostlearn_2024_phage_K13PH07C1L|prodigal_00047	phrog_13481	tail fiber protein	1	114	8.122E-06	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=47; qcov=0.348; tcov=0.183; pident=17.500
phagehostlearn_2024_phage_K13PH07C1L|prodigal_00047	phrog_2710	tail fiber protein	1	265	4.945E-61	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=213; qcov=0.808; tcov=0.834; pident=20.800
phagehostlearn_2024_phage_K13PH07C1L|prodigal_00047	phrog_32829	tail fiber protein	10	109	3.968E-06	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=48; qcov=0.305; tcov=0.120; pident=32.000
phagehostlearn_2024_phage_K13PH07C1S|prodigal_00002	phrog_11393	tail fiber protein	3	254	2.964E-16	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=80; qcov=0.768; tcov=0.438; pident=25.200
phagehostlearn_2024_phage_K13PH07C1S|prodigal_00002	phrog_13481	tail fiber protein	1	114	8.122E-06	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=47; qcov=0.348; tcov=0.183; pident=17.500
phagehostlearn_2024_phage_K13PH07C1S|prodigal_00002	phrog_2710	tail fiber protein	1	265	4.945E-61	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=213; qcov=0.808; tcov=0.834; pident=20.800
phagehostlearn_2024_phage_K13PH07C1S|prodigal_00002	phrog_32829	tail fiber protein	10	109	3.968E-06	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=48; qcov=0.305; tcov=0.120; pident=32.000
phagehostlearn_2024_phage_K13PH07C1S|prodigal_00012	phrog_24159	tail fiber protein	503	668	8.175E-41	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=162; qcov=0.249; tcov=0.178; pident=48.500
phagehostlearn_2024_phage_K13PH07C1S|prodigal_00012	phrog_24369	tail fiber protein	503	668	5.443E-44	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=172; qcov=0.249; tcov=0.124; pident=50.100
phagehostlearn_2024_phage_K13PH07C1S|prodigal_00012	phrog_7121	tail fiber protein	503	653	7.390E-30	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=127; qcov=0.226; tcov=0.904; pident=34.100
phagehostlearn_2024_phage_K13PH07C1S|prodigal_00032	phrog_7450	polysaccharide chain length determinant protein	1	124	1.170E-14	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=moron, auxiliary metabolic gene and host takeover; bits=69; qcov=0.992; tcov=0.992; pident=27.400
phagehostlearn_2024_phage_K14PH164C1|prodigal_00065	phrog_1591	tail fiber protein	2	99	5.926E-21	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=99; qcov=0.104; tcov=0.220; pident=36.700
phagehostlearn_2024_phage_K14PH164C1|prodigal_00065	phrog_16586	tail fiber protein	17	888	8.138E-78	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=282; qcov=0.927; tcov=0.924; pident=21.500
phagehostlearn_2024_phage_K14PH164C1|prodigal_00065	phrog_24092	tail fiber protein	1	214	4.148E-37	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=152; qcov=0.227; tcov=0.218; pident=40.500
phagehostlearn_2024_phage_K14PH164C1|prodigal_00065	phrog_24159	tail fiber protein	1	223	1.236E-73	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=269; qcov=0.237; tcov=0.228; pident=69.900
phagehostlearn_2024_phage_K14PH164C1|prodigal_00065	phrog_5481	tail fiber protein	1	182	3.656E-48	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=188; qcov=0.193; tcov=0.344; pident=45.700
phagehostlearn_2024_phage_K14PH164C1|prodigal_00068	phrog_31	central tail fiber J	8	862	1.763E-168	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=560; qcov=0.772; tcov=0.575; pident=13.000
phagehostlearn_2024_phage_K15PH90|prodigal_00002	phrog_11393	tail fiber protein	2	140	6.077E-52	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=197; qcov=0.204; tcov=0.283; pident=30.100
phagehostlearn_2024_phage_K15PH90|prodigal_00002	phrog_2710	tail fiber protein	1	166	1.278E-51	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=196; qcov=0.244; tcov=0.550; pident=70.400
phagehostlearn_2024_phage_K16PH164C3|prodigal_00040	phrog_16586	tail fiber protein	1	331	1.677E-37	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=153; qcov=0.378; tcov=0.311; pident=41.800
phagehostlearn_2024_phage_K16PH164C3|prodigal_00040	phrog_24786	tail fiber protein	1	289	7.754E-132	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=443; qcov=0.330; tcov=0.320; pident=76.400
phagehostlearn_2024_phage_K16PH164C3|prodigal_00040	phrog_6256	tail fiber protein	1	150	1.677E-37	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=153; qcov=0.171; tcov=0.261; pident=50.000
phagehostlearn_2024_phage_K17alfa61|prodigal_00050	phrog_31	central tail fiber J	8	862	2.365E-166	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=558; qcov=0.693; tcov=0.575; pident=13.000
phagehostlearn_2024_phage_K17alfa61|prodigal_00051	phrog_1591	tail fiber protein	2	99	1.536E-20	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=97; qcov=0.134; tcov=0.220; pident=36.700
phagehostlearn_2024_phage_K17alfa61|prodigal_00051	phrog_24092	tail fiber protein	1	185	1.524E-36	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=149; qcov=0.254; tcov=0.193; pident=42.500
phagehostlearn_2024_phage_K17alfa61|prodigal_00051	phrog_24159	tail fiber protein	1	163	1.694E-72	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=261; qcov=0.224; tcov=0.168; pident=85.800
phagehostlearn_2024_phage_K17alfa61|prodigal_00051	phrog_5481	tail fiber protein	1	170	3.609E-48	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=186; qcov=0.233; tcov=0.325; pident=46.400
phagehostlearn_2024_phage_K17alfa62|prodigal_00058	phrog_28504	lytic tail fiber protein	3	148	3.041E-08	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=55; qcov=0.414; tcov=0.251; pident=30.600
phagehostlearn_2024_phage_K17alfa62|prodigal_00076	phrog_9823	tail fiber protein	1	122	6.801E-10	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=62; qcov=0.175; tcov=0.170; pident=34.400
phagehostlearn_2024_phage_K17alfa62|prodigal_00078	phrog_17230	tail fiber protein/ lysozyme	6	137	1.826E-12	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=64; qcov=0.841; tcov=0.225; pident=33.300
phagehostlearn_2024_phage_K18PH07C1|prodigal_00070	phrog_15437	tail fiber protein	451	585	3.202E-23	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=105; qcov=0.230; tcov=0.207; pident=40.600
phagehostlearn_2024_phage_K18PH07C1|prodigal_00070	phrog_4549	tail fiber protein	1	585	9.958E-152	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=489; qcov=0.998; tcov=0.989; pident=29.800
phagehostlearn_2024_phage_K18PH07C1|prodigal_00074	phrog_11571	tail fiber protein	7	68	5.063E-08	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=51; qcov=0.390; tcov=0.269; pident=45.100
phagehostlearn_2024_phage_K18PH07C1|prodigal_00074	phrog_21546	tail fiber protein	7	71	2.244E-09	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=55; qcov=0.409; tcov=0.759; pident=40.000
phagehostlearn_2024_phage_K18PH07C1|prodigal_00075	phrog_12846	tail fiber protein Ig-domain containing	1	82	1.652E-15	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=78; qcov=0.236; tcov=0.151; pident=43.900
phagehostlearn_2024_phage_K18PH07C1|prodigal_00075	phrog_13229	tail fiber protein	234	346	1.239E-07	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=53; qcov=0.325; tcov=0.206; pident=34.100
phagehostlearn_2024_phage_K18PH07C1|prodigal_00075	phrog_4465	tail fiber protein	1	348	3.180E-153	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=481; qcov=1.000; tcov=0.997; pident=46.100
phagehostlearn_2024_phage_K18PH07C1|prodigal_00078	phrog_19921	tail spike protein	110	271	2.458E-31	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=124; qcov=0.583; tcov=0.220; pident=37.900
phagehostlearn_2024_phage_K18PH07C1|prodigal_00078	phrog_7121	tail fiber protein	122	254	2.910E-16	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=79; qcov=0.478; tcov=0.866; pident=26.200
phagehostlearn_2024_phage_K18PH07C1|prodigal_00080	phrog_34575	tail spike protein	78	159	1.198E-25	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=114; qcov=0.102; tcov=0.122; pident=71.900
phagehostlearn_2024_phage_K18PH07C1|prodigal_00080	phrog_38670	tail fiber protein	167	326	8.151E-24	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=108; qcov=0.199; tcov=0.147; pident=33.300
phagehostlearn_2024_phage_K18PH07C1|prodigal_00082	phrog_6117	colanic acid degradation	35	106	2.218E-06	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=moron, auxiliary metabolic gene and host takeover; bits=50; qcov=0.131; tcov=0.101; pident=30.500
phagehostlearn_2024_phage_K18PH07C1|prodigal_00089	phrog_817	tail fiber protein	80	216	1.501E-06	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=49; qcov=0.472; tcov=0.800; pident=15.900
phagehostlearn_2024_phage_K18PH07C1|prodigal_00104	phrog_35194	tail fiber protein	287	331	4.037E-06	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=48; qcov=0.136; tcov=0.979; pident=58.600
phagehostlearn_2024_phage_K18PH07C1|prodigal_00117	phrog_1491	tail fiber protein	1	213	1.127E-73	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=244; qcov=0.991; tcov=0.991; pident=24.400
phagehostlearn_2024_phage_K1PH164C1|prodigal_00001	phrog_11393	tail fiber protein	2	267	3.714E-81	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=271; qcov=0.836; tcov=0.461; pident=28.200
phagehostlearn_2024_phage_K1PH164C1|prodigal_00001	phrog_2710	tail fiber protein	1	317	1.459E-111	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=359; qcov=0.997; tcov=0.997; pident=69.000
phagehostlearn_2024_phage_K1PH164C1|prodigal_00001	phrog_6953	tail fiber protein	29	137	7.661E-06	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=47; qcov=0.343; tcov=0.480; pident=30.900
phagehostlearn_2024_phage_K1PH164C1|prodigal_00049	phrog_18512	tail fiber protein	1	651	0.000E+00	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=1142; qcov=1.000; tcov=1.000; pident=97.600
phagehostlearn_2024_phage_K2064PH2|prodigal_00021	phrog_31	central tail fiber J	8	862	9.545E-168	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=559; qcov=0.749; tcov=0.575; pident=12.900
phagehostlearn_2024_phage_K2064PH2|prodigal_00024	phrog_1591	tail fiber protein	2	113	1.093E-20	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=98; qcov=0.126; tcov=0.252; pident=32.100
phagehostlearn_2024_phage_K2064PH2|prodigal_00024	phrog_24159	tail fiber protein	1	892	0.000E+00	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=1636; qcov=1.000; tcov=1.000; pident=79.700
phagehostlearn_2024_phage_K2064PH2|prodigal_00024	phrog_24369	tail fiber protein	380	892	4.656E-278	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=871; qcov=0.575; tcov=0.353; pident=74.800
phagehostlearn_2024_phage_K2064PH2|prodigal_00024	phrog_5481	tail fiber protein	1	169	1.652E-49	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=192; qcov=0.189; tcov=0.323; pident=46.700
phagehostlearn_2024_phage_K2069PH1|prodigal_00021	phrog_31	central tail fiber J	8	1100	2.392E-169	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=564; qcov=0.952; tcov=0.743; pident=11.800
phagehostlearn_2024_phage_K2069PH1|prodigal_00024	phrog_1591	tail fiber protein	2	113	1.097E-20	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=98; qcov=0.125; tcov=0.252; pident=32.100
phagehostlearn_2024_phage_K2069PH1|prodigal_00024	phrog_24159	tail fiber protein	1	894	0.000E+00	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=1547; qcov=1.000; tcov=1.000; pident=73.400
phagehostlearn_2024_phage_K2069PH1|prodigal_00024	phrog_24369	tail fiber protein	381	894	1.470E-263	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=829; qcov=0.575; tcov=0.353; pident=71.900
phagehostlearn_2024_phage_K2069PH1|prodigal_00024	phrog_5481	tail fiber protein	1	238	8.168E-50	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=193; qcov=0.266; tcov=0.389; pident=40.000
phagehostlearn_2024_phage_K21lambda1|prodigal_00023	phrog_31	central tail fiber J	137	438	8.713E-33	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=137; qcov=0.403; tcov=0.207; pident=13.000
phagehostlearn_2024_phage_K21lambda1|prodigal_00023	phrog_5616	tail fiber protein	60	413	3.151E-40	MMseqs2 PHROGs profile search	PHROGs profile hit from MMseqs2; computational receptor-module candidate only, not capsule specificity or functional validation; phrog_category=tail; bits=161; qcov=0.473; tcov=0.467; pident=18.700
